question_id,assessment_id,question_text,question_type,correct_answer,options,difficulty_level
q_assessment_digital_marketing_4_4,assessment_digital_marketing,"Advanced: In the context of Digital Marketing, what does 'VID02_Marketing Vs Digital Marketing' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,4
q_assessment_digital_marketing_5_0,assessment_digital_marketing,Advanced: Why is 'VID02_Marketing Vs Digital Marketing' important for Digital Marketing?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,5
q_assessment_digital_marketing_5_1,assessment_digital_marketing,"Advanced: Which of the following is a key takeaway from 'VID03_Market research, Marketing research'?",multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,5
q_assessment_digital_marketing_5_2,assessment_digital_marketing,"Advanced: In the context of Digital Marketing, what does 'VID01_ Welcome to Digital Marketing Introduction course' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,5
q_assessment_digital_marketing_5_3,assessment_digital_marketing,"Advanced: Why is 'VID10_Conversion, Grow Loyalty' important for Digital Marketing?",multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,5
q_assessment_digital_marketing_5_4,assessment_digital_marketing,"Advanced: In the context of Digital Marketing, what does 'VID08_Marketing implementation (Video Marketing)' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,5
q_assessment_embedded_1_0,assessment_embedded,Intro: Why is 'CH02_VID05_Mapping Memory in Private Files' important for Embedded Systems C?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,1
q_assessment_embedded_1_1,assessment_embedded,Intro: Which of the following is a key takeaway from 'CH02_VID09_Layered Architecture'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,1
q_assessment_embedded_1_2,assessment_embedded,Intro: Why is 'CH01_VID01_Exploring Embedded Systems Hardware' important for Embedded Systems C?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,1
q_assessment_embedded_1_3,assessment_embedded,Intro: Which of the following is a key takeaway from 'CH02_VID10_Chapter Summary'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,1
q_assessment_embedded_1_4,assessment_embedded,"Intro: In the context of Embedded Systems C, what does 'CH02_VID04_Exploring Private File Content' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,1
q_assessment_embedded_1_5,assessment_embedded,Intro: Why is 'CH02_VID03_Interface File Design' important for Embedded Systems C?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,1
q_assessment_embedded_2_0,assessment_embedded,Intro: Why is 'CH02_VID05_Mapping Memory in Private Files' important for Embedded Systems C?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,2
q_assessment_embedded_2_1,assessment_embedded,"Intro: In the context of Embedded Systems C, what does 'CH01_VID07_Clock Systems' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,2
q_assessment_embedded_2_2,assessment_embedded,Intro: Why is 'CH02_VID10_Chapter Summary' important for Embedded Systems C?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,2
q_assessment_embedded_2_3,assessment_embedded,Intro: Which of the following is a key takeaway from 'CH01_VID07_Clock Systems'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,2
q_assessment_embedded_2_4,assessment_embedded,Intro: Which of the following is a key takeaway from 'CH02_VID04_Exploring Private File Content'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,2
q_assessment_embedded_3_0,assessment_embedded,What is the main focus of 'CH01_VID06_Buses'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,3
q_assessment_embedded_3_1,assessment_embedded,"In the context of Embedded Systems C, what does 'CH01_VID01_Exploring Embedded Systems Hardware' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,3
q_assessment_embedded_3_2,assessment_embedded,Why is 'CH01_VID02_CPU Components & Lifecycle' important for Embedded Systems C?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,3
q_assessment_embedded_3_3,assessment_embedded,Why is 'CH02_VID05_Mapping Memory in Private Files' important for Embedded Systems C?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,3
q_assessment_embedded_3_4,assessment_embedded,"In the context of Embedded Systems C, what does 'CH02_VID05_Mapping Memory in Private Files' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,3
q_assessment_embedded_4_0,assessment_embedded,"Advanced: In the context of Embedded Systems C, what does 'CH01_VID02_CPU Components & Lifecycle' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,4
q_assessment_embedded_4_1,assessment_embedded,Advanced: Why is 'CH02_VID07_Configuration Parameter Techniques' important for Embedded Systems C?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,4
q_assessment_embedded_4_2,assessment_embedded,Advanced: What is the main focus of 'CH02_VID10_Chapter Summary'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,4
q_assessment_embedded_4_3,assessment_embedded,Advanced: Which of the following is a key takeaway from 'Welcome to Embedded C course'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,4
q_assessment_embedded_4_4,assessment_embedded,"Advanced: In the context of Embedded Systems C, what does 'CH01_VID05_I⧸O Prepherals' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,4
q_assessment_embedded_5_0,assessment_embedded,Advanced: What is the main focus of 'Welcome to Embedded C course'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,5
q_assessment_embedded_5_1,assessment_embedded,Advanced: Which of the following is a key takeaway from 'CH02_VID04_Exploring Private File Content'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,5
q_assessment_embedded_5_2,assessment_embedded,Advanced: Why is 'CH02_VID01_What Is a Device Driver？' important for Embedded Systems C?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,5
q_assessment_embedded_5_3,assessment_embedded,"Advanced: In the context of Embedded Systems C, what does 'CH02_VID03_Interface File Design' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,5
q_assessment_freelancing_khamsat_1_0,assessment_freelancing_khamsat,Intro: Which of the following is a key takeaway from 'VID08_What after receving service request'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,1
q_assessment_freelancing_khamsat_1_1,assessment_freelancing_khamsat,Intro: Why is 'VID12_Withdraw earnings from khamsat to PayPal' important for Freelancing with Khamsat?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,1
q_assessment_freelancing_khamsat_1_2,assessment_freelancing_khamsat,Intro: Which of the following is a key takeaway from 'VID15_Transfer fund from PayPal to your bank account'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,1
q_assessment_freelancing_khamsat_1_3,assessment_freelancing_khamsat,Intro: Which of the following is a key takeaway from 'VID05_Khamsat Services overview'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,1
q_assessment_freelancing_khamsat_1_4,assessment_freelancing_khamsat,Intro: What is the main focus of 'VID11_Increase your service sales'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,1
q_assessment_freelancing_khamsat_1_5,assessment_freelancing_khamsat,Intro: Why is 'VID05_Khamsat Services overview' important for Freelancing with Khamsat?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,1
q_assessment_freelancing_khamsat_2_0,assessment_freelancing_khamsat,"Intro: In the context of Freelancing with Khamsat, what does 'VID02_Intro to Khamsat Website' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,2
q_assessment_freelancing_khamsat_2_1,assessment_freelancing_khamsat,"Intro: In the context of Freelancing with Khamsat, what does 'VID12_Withdraw earnings from khamsat to PayPal' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,2
q_assessment_freelancing_khamsat_2_2,assessment_freelancing_khamsat,Intro: Why is 'VID05_Khamsat Services overview' important for Freelancing with Khamsat?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,2
q_assessment_freelancing_khamsat_2_3,assessment_freelancing_khamsat,Intro: What is the main focus of 'VID06_Terms and conditions of use Khamsat website'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,2
q_assessment_freelancing_khamsat_3_0,assessment_freelancing_khamsat,What is the main focus of 'VID01_Types of freelance platforms'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,3
q_assessment_freelancing_khamsat_3_1,assessment_freelancing_khamsat,Why is 'VID07_Add service' important for Freelancing with Khamsat?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,3
q_assessment_freelancing_khamsat_3_2,assessment_freelancing_khamsat,What is the main focus of 'VID04_Take a look at your profile'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,3
q_assessment_freelancing_khamsat_3_3,assessment_freelancing_khamsat,What is the main focus of 'VID11_Increase your service sales'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,3
q_assessment_freelancing_khamsat_4_0,assessment_freelancing_khamsat,"Advanced: In the context of Freelancing with Khamsat, what does 'VID09_Buy service as a client on Khamsat' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,4
q_assessment_freelancing_khamsat_4_1,assessment_freelancing_khamsat,Advanced: What is the main focus of 'VID01_Types of freelance platforms'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,4
q_assessment_freelancing_khamsat_4_2,assessment_freelancing_khamsat,Advanced: Why is 'VID10_Send a receipt request as a freelancer' important for Freelancing with Khamsat?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,4
q_assessment_freelancing_khamsat_4_3,assessment_freelancing_khamsat,Advanced: Why is 'VID07_Add service' important for Freelancing with Khamsat?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,4
q_assessment_freelancing_khamsat_4_4,assessment_freelancing_khamsat,Advanced: Why is 'VID03_Create khamsat account' important for Freelancing with Khamsat?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,4
q_assessment_freelancing_khamsat_4_5,assessment_freelancing_khamsat,"Advanced: In the context of Freelancing with Khamsat, what does 'VID03_Create khamsat account' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,4
q_assessment_freelancing_khamsat_5_0,assessment_freelancing_khamsat,Advanced: What is the main focus of 'VID14_Link Easy Pay Card to your PayPal account'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,5
q_assessment_freelancing_khamsat_5_1,assessment_freelancing_khamsat,Advanced: What is the main focus of 'VID14_Link Easy Pay Card to your PayPal account'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,5
q_assessment_freelancing_khamsat_5_2,assessment_freelancing_khamsat,"Advanced: In the context of Freelancing with Khamsat, what does 'VID12_Withdraw earnings from khamsat to PayPal' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,5
q_assessment_freelancing_khamsat_5_3,assessment_freelancing_khamsat,Advanced: What is the main focus of 'VID13_Link a bank account to your PayPal account'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,5
q_assessment_iot_1_0,assessment_iot,Intro: Which of the following is a key takeaway from '3.2 _ operational Modules in platforms'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,1
q_assessment_iot_1_1,assessment_iot,"Intro: In the context of Internet of Things, what does '2.1_compare (IoT & mobile app) value chain' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,1
q_assessment_iot_1_2,assessment_iot,Intro: What is the main focus of '2.4_(3)Gateways'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,1
q_assessment_iot_1_3,assessment_iot,Intro: What is the main focus of '2.6_ importance of platforms in IoT'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,1
q_assessment_iot_1_4,assessment_iot,Intro: Which of the following is a key takeaway from '2.5_(4)Carrier Networks'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,1
q_assessment_iot_1_5,assessment_iot,Intro: What is the main focus of '4.5_ IoT Smart Meters'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,1
q_assessment_iot_2_0,assessment_iot,Intro: What is the main focus of '3.5_ ex. on User Administration'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,2
q_assessment_iot_2_1,assessment_iot,Intro: What is the main focus of '4.1_ street lighting in Smart Cities'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,2
q_assessment_iot_2_2,assessment_iot,Intro: Why is '3.6_ ex. on Data acquisition' important for Internet of Things?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,2
q_assessment_iot_2_3,assessment_iot,"Intro: In the context of Internet of Things, what does '3.6_ ex. on Data acquisition' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,2
q_assessment_iot_2_4,assessment_iot,"Intro: In the context of Internet of Things, what does '3.3_ ex. On Visual development environment' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,2
q_assessment_iot_3_0,assessment_iot,Which of the following is a key takeaway from '4.1_ street lighting in Smart Cities'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,3
q_assessment_iot_3_1,assessment_iot,What is the main focus of '4.3_IoT wearable devices'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,3
q_assessment_iot_3_2,assessment_iot,"In the context of Internet of Things, what does '1.2_Main Categories of IoT applications' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,3
q_assessment_iot_3_3,assessment_iot,Which of the following is a key takeaway from '3.1 _ Main Modules in platforms'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,3
q_assessment_iot_4_0,assessment_iot,Advanced: Which of the following is a key takeaway from '2.2_(1)Devices'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,4
q_assessment_iot_4_1,assessment_iot,Advanced: Why is '4.1_ street lighting in Smart Cities' important for Internet of Things?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,4
q_assessment_iot_4_2,assessment_iot,Advanced: Which of the following is a key takeaway from '2.4_(3)Gateways'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,4
q_assessment_iot_4_3,assessment_iot,Advanced: Why is '1.2_Main Categories of IoT applications' important for Internet of Things?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,4
q_assessment_iot_4_4,assessment_iot,"Advanced: In the context of Internet of Things, what does '2.2_(1)Devices' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,4
q_assessment_iot_4_5,assessment_iot,Advanced: What is the main focus of '3.2 _ operational Modules in platforms'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,4
q_assessment_iot_5_0,assessment_iot,Advanced: What is the main focus of '3.1 _ Main Modules in platforms'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,5
q_assessment_iot_5_1,assessment_iot,Advanced: Why is '4.4_IoT Mobile Network Signal Strength Test' important for Internet of Things?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,5
q_assessment_iot_5_2,assessment_iot,"Advanced: In the context of Internet of Things, what does '4.4_IoT Mobile Network Signal Strength Test' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,5
q_assessment_iot_5_3,assessment_iot,Advanced: Which of the following is a key takeaway from '2.1_compare (IoT & mobile app) value chain'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,5
q_assessment_iot_5_4,assessment_iot,Advanced: Which of the following is a key takeaway from '1.2_Main Categories of IoT applications'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,5
q_assessment_iot_5_5,assessment_iot,Advanced: What is the main focus of '3.1 _ Main Modules in platforms'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,5
q_assessment_python_1_0,assessment_python,Intro: Why is 'CH02_VID05_For Loops with Strings' important for Python Programming?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,1
q_assessment_python_1_1,assessment_python,Intro: Why is 'CH02_VID04_For Loops' important for Python Programming?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,1
q_assessment_python_1_2,assessment_python,Intro: What is the main focus of 'CH02_VID02_If Conditional Statements'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,1
q_assessment_python_1_3,assessment_python,"Intro: In the context of Python Programming, what does 'CH02_VID03_While Loops' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,1
q_assessment_python_1_4,assessment_python,"Intro: In the context of Python Programming, what does 'CH03_VID01_Functions' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,1
q_assessment_python_2_0,assessment_python,Intro: What is the main focus of 'CH01_VID05_Strings'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,2
q_assessment_python_2_1,assessment_python,"Intro: In the context of Python Programming, what does 'CH03_VID01_Functions' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,2
q_assessment_python_2_2,assessment_python,"Intro: In the context of Python Programming, what does 'CH04_VID07_DICTIONARIES' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,2
q_assessment_python_2_3,assessment_python,Intro: Which of the following is a key takeaway from 'CH04_VID07_DICTIONARIES'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,2
q_assessment_python_2_4,assessment_python,"Intro: In the context of Python Programming, what does 'CH01_VID02_Python Data Types' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,2
q_assessment_python_3_0,assessment_python,What is the main focus of 'CH01_VID02_Python Data Types'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,3
q_assessment_python_3_1,assessment_python,What is the main focus of 'CH01_VID05_Strings'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,3
q_assessment_python_3_2,assessment_python,Which of the following is a key takeaway from 'CH01_VID05_Strings'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,3
q_assessment_python_3_3,assessment_python,What is the main focus of 'CH02_VID02_If Conditional Statements'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,3
q_assessment_python_4_0,assessment_python,Advanced: Which of the following is a key takeaway from 'CH01_VID03_Math Operators'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,4
q_assessment_python_4_1,assessment_python,Advanced: Why is 'CH01_VID07_Print and Input Functions' important for Python Programming?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,4
q_assessment_python_4_2,assessment_python,Advanced: Why is 'CH04_VID06_Mutation and Iteration in Lists' important for Python Programming?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,4
q_assessment_python_4_3,assessment_python,Advanced: Which of the following is a key takeaway from 'CH03_VID02_variable scope'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,4
q_assessment_python_4_4,assessment_python,"Advanced: In the context of Python Programming, what does 'CH01_VID07_Print and Input Functions' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,4
q_assessment_python_5_0,assessment_python,Advanced: Which of the following is a key takeaway from 'CH04_VID03_Lists'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,5
q_assessment_python_5_1,assessment_python,"Advanced: In the context of Python Programming, what does 'CH03_VID01_Functions' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,5
q_assessment_python_5_2,assessment_python,Advanced: Which of the following is a key takeaway from 'CH04_VID02_Tuple Features'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,5
q_assessment_python_5_3,assessment_python,"Advanced: In the context of Python Programming, what does 'CH02_VID06_BISECTION SEARCH ALGORITHM' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,5
q_assessment_python_5_4,assessment_python,Advanced: Which of the following is a key takeaway from 'CH01_VID07_Print and Input Functions'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,5
q_assessment_python_5_5,assessment_python,Advanced: Why is 'CH04_VID07_DICTIONARIES' important for Python Programming?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,5
q_assessment_testing_1_0,assessment_testing,Intro: Which of the following is a key takeaway from 'CH05.L05 . BBT-4-state transition'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,1
q_assessment_testing_1_1,assessment_testing,Intro: What is the main focus of 'CH04.L01 . Unit testing - level 1'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,1
q_assessment_testing_1_2,assessment_testing,Intro: What is the main focus of 'What we will learn in Chapter 2'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,1
q_assessment_testing_1_3,assessment_testing,"Intro: In the context of Software Testing, what does 'CH01.L02. Why testing is necessary_' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,1
q_assessment_testing_2_0,assessment_testing,Intro: Which of the following is a key takeaway from 'CH01.L03 . Software testing myths P1'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,2
q_assessment_testing_2_1,assessment_testing,Intro: Which of the following is a key takeaway from 'CH04.L02.Integration testing - level 2'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,2
q_assessment_testing_2_2,assessment_testing,"Intro: In the context of Software Testing, what does 'CH03.L04 . Test case attributes' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,2
q_assessment_testing_2_3,assessment_testing,"Intro: In the context of Software Testing, what does 'CH05.L06 . BBT-5-Use case' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,2
q_assessment_testing_3_0,assessment_testing,Which of the following is a key takeaway from 'CH02.L03 . Main source software specification'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,3
q_assessment_testing_3_1,assessment_testing,Why is 'CH01.L01 . What is testing and its objectives？' important for Software Testing?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,3
q_assessment_testing_3_2,assessment_testing,What is the main focus of 'CH04.L01 . Unit testing - level 1'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,3
